sentence_id,direction,source,target,rule_chain,token_changes,num_rules,events,success
491,C2H,Sudhir Bhargava has taken oath as Chief Information Commissioner.,Sudhir Bhargava taken oath as Chief Information Commissioner ,FW-DEL-AUX-HAS → C-DEL-PERIOD,has⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True
492,C2H,PM Modi said that loan waivers do not benefit the majority of farmers.,PM Modi say that loan waivers not benefit majority of farmers ,FORM-CHG-VERB-LEMMA → FW-DEL-AUX-DO → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,said⇒say → do⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,4,FORM-CHG:said→say|FW-DEL:do→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
493,C2H,PM Modi said it was not a jhatka and that he warned people a year before about note ban.,PM Modi say it was not jhatka and that he warn people year before about note ban ,FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → C-DEL-PERIOD,said⇒say → a⇒<DELETED> → warned⇒warn → a⇒<DELETED> → .⇒<DELETED>,5,FORM-CHG:said→say|FW-DEL:a→ABSENT|FORM-CHG:warned→warn|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
494,C2H,The 'messy' star that caused its partner star to explode has been identified.,' messy ' star that cause its partner star to explode been identified ,FW-DEL-ARTICLE-THE → FORM-CHG-VERB-LEMMA → FW-DEL-AUX-HAS → C-DEL-PERIOD,The⇒<DELETED> → caused⇒cause → has⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:the→ABSENT|FORM-CHG:caused→cause|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True
495,C2H,The US said that China has some of the world's most advanced weapon systems.,US say that China have some of world 's most advanced weapon systems ,FW-DEL-ARTICLE-THE → FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,The⇒<DELETED> → said⇒say → has⇒have → the⇒<DELETED> → .⇒<DELETED>,5,FW-DEL:the→ABSENT|FORM-CHG:said→say|FORM-CHG:has→have|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
496,C2H,The US said that China has some of the world's most advanced weapon systems.,US say that China have some of world 's most advanced weapon systems ,FW-DEL-ARTICLE-THE → FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,The⇒<DELETED> → said⇒say → has⇒have → the⇒<DELETED> → .⇒<DELETED>,5,FW-DEL:the→ABSENT|FORM-CHG:said→say|FORM-CHG:has→have|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
497,C2H,Upskirting will become a crime punishable by two years in jail in the UK.,Upskirting become crime punishable by two years in jail in UK ,FW-DEL-AUX-WILL → FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,will⇒<DELETED> → a⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:will→ABSENT|FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
498,C2H,The Maharashtra government and LIC have bid for the Air India building in Mumbai.,Maharashtra government and LIC bid for Air India building in Mumbai ,FW-DEL-ARTICLE-THE → FW-DEL-AUX-HAVE → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,The⇒<DELETED> → have⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:the→ABSENT|FW-DEL:have→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
499,C2H,SBI and stakeholders are working on a resolution plan for Jet Airways.,SBI and stakeholders working on resolution plan for Jet Airways ,FW-DEL-AUX-ARE → FW-DEL-ARTICLE-A → C-DEL-PERIOD,are⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:are→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
0,H2C,BJP wants to make Ram mandir but Congress creating hurdles says Shah,BJP wants to make Ram mandir but Congress creating hurdles says Shah.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
1,H2C,Scientists close to observing first ever photo of a black hole,Scientists close to observing first ever photo of a black hole.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
2,H2C,Drunk man kills his daughter diagnosed with heart problem,Drunk man kills his daughter diagnosed with heart problem.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
3,H2C,One and half lakh toilets set up in Prayagraj for Kumbh Mela says CM Yogi,One and half lakh toilets set up in Prayagraj for Kumbh Mela says CM Yogi.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
4,H2C,Canada police can now demand breath samples in bars and at home,Canada police can now demand breath samples in bars and at home.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
5,H2C,"Once I retire,I won't pick up the bat again says Virat Kohli","Once I retire , I wo n't pick up the bat again says Virat Kohli.",C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
6,H2C,Android Co-founder paid money to own women says Google investor,Android Co - founder paid money to own women says Google investor.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
7,H2C,It's due to Cong says Chidambaram as govt doubles GST exemption limit,It 's due to Cong says Chidambaram as govt doubles GST exemption limit.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
8,H2C,Deeply inspired by Pak PM and Kejriwal says IAS topper from J&K,Deeply inspired by Pak PM and Kejriwal says IAS topper from J&K.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
9,H2C,WB CM mocks PM Modi for using teleprompter for english speeches,WB CM mocks PM Modi for using teleprompter for english speeches.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
10,H2C,Will bring Indian students to ISRO they don't need to go to NASA says Sivan,Will bring Indian students to ISRO they do n't need to go to NASA says Sivan.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
11,H2C,Boy jumps in front of metro after fight with family over phone use,Boy jumps in front of metro after fight with family over phone use.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
12,H2C,passengers and crew members fall sick on Royal Caribbean ship,passengers and crew members fall sick on Royal Caribbean ship.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
13,H2C,"Infosys third-quarter profit drops nearly 30% to ₹3,609 crore","Infosys third - quarter profit drops nearly 30 % to ₹ 3,609 crore.",C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
14,H2C,Mahindra suggests gift for tea selling couple who toured 23 nations,Mahindra suggests gift for tea selling couple who toured 23 nations.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
15,H2C,Wipro's aerospace business starts supplying parts to Boeing,Wipro 's aerospace business starts supplying parts to Boeing.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
16,H2C,I connect with women directors on a personal level says Vikrant,I connect with women directors on a personal level says Vikrant.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
17,H2C,Virat and Deepika listed as most valuable Indian celebrities,Virat and Deepika listed as most valuable Indian celebrities.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
18,H2C,'First' openly gay Latin rapper shot dead in Puerto Rico,' First ' openly gay Latin rapper shot dead in Puerto Rico.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
19,H2C,Not a political film says Producer Sandip on Modi biopic,Not a political film says Producer Sandip on Modi biopic.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
20,H2C,'The Accidental...' halted in Kolkata theatre amid protests,' The Accidental ... ' halted in Kolkata theatre amid protests.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
21,H2C,Kohli and Shastri receive honorary membership of SCG,Kohli and Shastri receive honorary membership of SCG.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
22,H2C,Head of Japan's Olympic Committee is under investigation,Head of Japan 's Olympic Committee is under investigation.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
23,H2C,New Zealand beats Sri Lanka by 35 runs in the sole T20I,New Zealand beats Sri Lanka by 35 runs in the sole T20I.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
24,H2C,Investor sues Google Founders for sexual harassment cover-up,An Investor sues Google Founders for sexual harassment cover - up.,FW-ADD-ARTICLE-AN → C-ADD-PERIOD,<ABSENT>⇒An → <ABSENT>⇒.,2,FW-ADD:ABSENT→an|C-ADD:ABSENT→PERIOD,True
25,H2C,Cong ready to fight elections alone in UP says Party leader,Cong ready to fight elections alone in UP says Party leader.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
26,H2C,From time to time a CBI probe should happen says Akhilesh Yadav,From time to time a CBI probe should happen says Akhilesh Yadav.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
27,H2C,Andhra to get special status if Cong wins says Rahul Gandhi,Andhra to get special status if Cong wins says Rahul Gandhi.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
28,H2C,Badal playing with religious sentiments of people says Punjab CM,A Badal playing with religious sentiments of people says Punjab CM.,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
29,H2C,Elon Musk shares first pic of SpaceX Starship test rocket,Elon Musk shares first pic of SpaceX Starship test rocket.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
30,H2C,'The country is a prison' says UN on N Korea human rights abuses,' The country is a prison ' says UN on N Korea human rights abuses.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
31,H2C,Canada and Australia in talks with UN to grant asylum to Saudi girl,Canada and Australia in talks with UN to grant asylum to Saudi girl.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
32,H2C,Ex-CBI chief quits IPS and refuses to take role of DG Fire Services,An Ex - CBI chief quits IPS and refuses to take role of DG Fire Services.,FW-ADD-ARTICLE-AN → C-ADD-PERIOD,<ABSENT>⇒An → <ABSENT>⇒.,2,FW-ADD:ABSENT→an|C-ADD:ABSENT→PERIOD,True
33,H2C,Pandya and Rahul suspended pending inquiry over comments on women,Pandya and Rahul suspended pending inquiry over comments on women.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
34,H2C,‘Shareef tha voh bechara’says Anupam Kher's mother on Manmohan Singh,‘ Shareef tha voh bechara’says Anupam Kher 's mother on Manmohan Singh.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
35,H2C,Interim CBI chief Rao cancels all the transfer orders by Alok Verma,Interim CBI chief Rao cancels all the transfer orders by Alok Verma.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
36,H2C,‘Is deewar ka saaf mann aur hriday bhi hai’says Sehwag wishes Dravid,‘ Is deewar ka saaf mann aur hriday bhi hai’says Sehwag wishes Dravid.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
37,H2C,MP school principal calls CM Kamal Nath 'daku'so suspended,MP school principal calls CM Kamal Nath ' daku'so suspended.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
38,H2C,ISRO wants women astronauts also in Dec 2021 space mission says Chief,An ISRO wants women astronauts also in Dec 2021 space mission says Chief.,FW-ADD-ARTICLE-AN → C-ADD-PERIOD,<ABSENT>⇒An → <ABSENT>⇒.,2,FW-ADD:ABSENT→an|C-ADD:ABSENT→PERIOD,True
39,H2C,UK High Commission gets consular access to Christian Michel,UK High Commission gets consular access to Christian Michel.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
40,H2C,Chinese farmer builds Airbus A320 replica to fulfil childhood dream,Chinese farmer builds Airbus A320 replica to fulfil childhood dream.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
41,H2C,US begins withdrawal from Syria after ISIS'was defeated,US begins withdrawal from Syria after ISIS'was defeated.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
42,H2C,My dad has hundreds of crores with him says Raymond's Gautam Singhania,My dad has hundreds of crores with him says Raymond 's Gautam Singhania.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
43,H2C,Singapore Airlines fires pilot for failing pre-flight alcohol test,Singapore Airlines fires pilot for failing pre - flight alcohol test.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
44,H2C,Rhea Kapoor to marry rumoured boyfriend Karan Boolani says Report,Rhea Kapoor to marry rumoured boyfriend Karan Boolani says Report.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
45,H2C,Being best entertainer is my single point agenda says Ranveer,Being best entertainer is my single point agenda says Ranveer.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
46,H2C,Sushant to star in Bhandarkar's 'Inspector Ghalib'says Reports,Sushant to star in Bhandarkar 's ' Inspector Ghalib'says Reports.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
47,H2C,Deepika's battle with depression included in book for kids,Deepika 's battle with depression included in book for kids.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
48,H2C,Words like jingoism are used for shaming these days says Kangana,Words like jingoism are used for shaming these days says Kangana.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
49,H2C,Piyush takes jibe at Cong leader and calls him 'man of consistency',Piyush takes jibe at Cong leader and calls him ' man of consistency '.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
50,H2C,BCCI announces schedule for T20I and ODI series with Aus at home,BCCI announces schedule for T20I and ODI series with Aus at home.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
51,H2C,Caged parrot will remain caged says Sibal on CBI chief's removal,Caged parrot will remain caged says Sibal on CBI chief 's removal.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
52,H2C,Rahul crying more than Alok Verma in CBI matter says BJP Leader,Rahul crying more than Alok Verma in CBI matter says BJP Leader.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
53,H2C,Gunneswaran is the 3rd Indian in 5 yrs to play in a Grand Slam,Gunneswaran is the 3rd Indian in 5 yrs to play in a Grand Slam.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
54,H2C,Kuldeep Singh Rathore named as chief of Himachal Congress,Kuldeep Singh Rathore named as chief of Himachal Congress.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
55,H2C,PM Modi isn't Vajpayee and DMK we will never ally with BJP says Stalin,A PM Modi is n't Vajpayee and DMK we will never ally with BJP says Stalin.,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
56,H2C,"Man held for duping 2,000 people using PM Modi's pics","Man held for duping 2,000 people using PM Modi 's pics.",C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
57,H2C,Driver's error capsized the boat carrying Maha officials says Report,A Driver 's error capsized the boat carrying Maha officials says Report.,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
58,H2C,Russian artist jailed for setting fire to the Bank of France,Russian artist jailed for setting fire to the Bank of France.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
59,H2C,Delhi HC refuses to cancel bribery case against CBI No. 2 Asthana,Delhi HC refuses to cancel bribery case against CBI No . 2 Asthana.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
60,H2C,Gurmeet Ram Rahim convicted for the murder of journalist in 2002,Gurmeet Ram Rahim convicted for the murder of journalist in 2002.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
61,H2C,Scoring error led to Pakistani batsman getting run-out on 499,A Scoring error led to Pakistani batsman getting run - out on 499.,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
62,H2C,Pandya and Rahul can be suspended till further action says BCCI legal cell,Pandya and Rahul can be suspended till further action says BCCI legal cell.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
63,H2C,Rahul and Pandya have understood magnitude of what's happened says Kohli,Rahul and Pandya have understood magnitude of what 's happened says Kohli.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
64,H2C,"Her eyes were open and she knew it was me says Cricketer,cricketer denies rape charge","Her eyes were open and she knew it was me says Cricketer , cricketer denies rape charge.",C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
65,H2C,riot culprits must be punished regardless of identity says Rahul,A riot culprits must be punished regardless of identity says Rahul.,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
66,H2C,Keep trying and miracles do happen says SC on Meghalaya mine rescue effort,Keep trying and miracles do happen says SC on Meghalaya mine rescue effort.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
67,H2C,Mutilated body of 15-yr-old WB girl found hanging from tree,Mutilated body of 15 - yr - old WB girl found hanging from tree.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
68,H2C,Chhattisgarh becomes 3rd state to bar CBI from probing cases,A Chhattisgarh becomes 3rd state to bar CBI from probing cases.,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
69,H2C,Man killed nephew and buried him in balcony and planted saplings says Police,A Man killed nephew and buried him in balcony and planted saplings says Police.,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
70,H2C,Myanmar court rejects appeal by Reuters and journos jailed for 7 years,Myanmar court rejects appeal by Reuters and journos jailed for 7 years.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
71,H2C,We're with you says Trump to kin of murdered Indian-origin policeman,We 're with you says Trump to kin of murdered Indian - origin policeman.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
72,H2C,Greek university gets envelope containing 'irritant' from India,Greek university gets envelope containing ' irritant ' from India.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
73,H2C,Rare 1 cent coin found by US teen in 1947 auctioned for ₹1.4 crore,Rare 1 cent coin found by US teen in 1947 auctioned for ₹ 1.4 crore.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
74,H2C,Alia and Ranbir to get engaged post Brahmastra's release says Report,Alia and Ranbir to get engaged post Brahmastra 's release says Report.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
75,H2C,Vicky Kaushal's 'Uri: The Surgical Strike' hits the theatres,Vicky Kaushal 's ' Uri : The Surgical Strike ' hits the theatres.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
76,H2C,Elbow injury forces Steve Smith to return home from BPL,An Elbow injury forces Steve Smith to return home from BPL.,FW-ADD-ARTICLE-AN → C-ADD-PERIOD,<ABSENT>⇒An → <ABSENT>⇒.,2,FW-ADD:ABSENT→an|C-ADD:ABSENT→PERIOD,True
77,H2C,Barcelona without barcelona suffer loss in Copa Del Rey first leg,Barcelona without barcelona suffer loss in Copa Del Rey first leg.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
78,H2C,Congress govt in MP is running at our ‘mercy’ says BJP leader,Congress govt in MP is running at our ‘ mercy ’ says BJP leader.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
79,H2C,There are Certain things that PM Modi says I listen to says Rahul Gandhi,There are Certain things that PM Modi says I listen to says Rahul Gandhi.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
80,H2C,I don't know Manmohan Singh's caste says Ram Vilas Paswan,I do n't know Manmohan Singh 's caste says Ram Vilas Paswan.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
81,H2C,"PM Modi is a dictator and works like Hitler, Putin says Cong leader","A PM Modi is a dictator and works like Hitler , Putin says Cong leader.",FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
82,H2C,Centre launches 5-yr plan to combat pollution in 102 cities,A Centre launches 5 - yr plan to combat pollution in 102 cities.,FW-ADD-ARTICLE-A → C-ADD-PERIOD,<ABSENT>⇒A → <ABSENT>⇒.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True
83,H2C,Karnataka govt approves suburban rail project for B'luru,Karnataka govt approves suburban rail project for B'luru.,C-ADD-PERIOD,<ABSENT>⇒.,1,C-ADD:ABSENT→PERIOD,True
